family_id,week,assigned,challenge_completed,goal_saving_minor,eligible_saving_minor,growth_delta_cm,growth_total_cm,points,purchase_days_synthetic
family_000856,2026-W35,True,True,6689,10638,2.8,8.8,46,1
family_000856,2026-W36,True,False,1945,4864,0.8,9.6,9,1
family_000862,2026-W33,True,False,0,23549,2.0,2.0,55,2
family_000862,2026-W34,True,True,3493,13698,4.2,6.2,64,2
family_000862,2026-W35,True,True,3494,8435,3.8,10.0,45,2
family_000862,2026-W36,True,False,1603,17361,2.2,12.2,46,2
family_000867,2026-W33,True,True,8902,21534,5.0,5.0,76,4
family_000867,2026-W34,True,False,0,10247,2.4,7.4,20,3
family_000867,2026-W35,True,False,0,6810,2.4,9.8,13,3
family_000867,2026-W36,True,False,0,10729,2.4,12.2,21,3
family_000869,2026-W33,True,True,6278,20689,4.0,4.0,74,2
family_000869,2026-W34,True,True,12588,19535,3.4,7.4,76,1
family_000869,2026-W35,True,True,13477,25334,4.2,11.6,87,2
family_000869,2026-W36,True,False,0,18446,2.4,14.0,36,3
family_000874,2026-W33,True,True,3729,10207,4.4,4.4,45,3
family_000874,2026-W34,True,True,2622,15130,4.4,8.8,55,3
family_000874,2026-W35,True,False,1270,7582,1.6,10.4,15,2
family_000874,2026-W36,True,True,4601,7029,4.6,15.0,43,3
family_000875,2026-W33,True,True,8170,28476,4.4,4.4,97,2
family_000875,2026-W34,True,False,2279,6139,1.8,6.2,16,2
family_000875,2026-W35,True,False,0,14884,2.0,8.2,37,2
family_000875,2026-W36,True,True,9449,18224,3.6,11.8,77,1
family_000877,2026-W33,True,True,4276,10264,4.6,4.6,49,3
family_000877,2026-W34,True,True,4960,11010,2.8,7.4,47,1
family_000877,2026-W35,True,False,0,5467,1.6,9.0,10,2
family_000877,2026-W36,True,False,793,5238,1.6,10.6,10,2
family_000878,2026-W33,True,True,4540,11314,4.4,4.4,47,3
family_000878,2026-W34,True,True,8529,17157,3.0,7.4,63,1
family_000878,2026-W35,True,True,5735,16697,3.0,10.4,62,1
family_000878,2026-W36,True,True,13037,17619,3.8,14.2,64,2
family_000883,2026-W33,True,False,1936,7035,1.6,1.6,14,2
family_000883,2026-W34,True,True,1589,7540,3.6,5.2,40,2
family_000883,2026-W35,True,False,1059,10329,2.0,7.2,28,2
family_000883,2026-W36,True,False,0,3748,2.4,9.6,7,3
family_000885,2026-W33,True,False,2286,6298,2.4,2.4,12,3
family_000885,2026-W34,True,False,2556,5079,1.6,4.0,10,2
family_000885,2026-W35,True,True,7326,8468,3.0,7.0,45,1
family_000885,2026-W36,True,True,5345,6864,4.4,11.4,38,3
family_000886,2026-W33,True,True,7172,7559,3.8,3.8,44,2
family_000886,2026-W34,True,True,9623,12283,3.8,7.6,53,2
family_000886,2026-W35,True,False,0,4442,0.8,8.4,8,1
family_000886,2026-W36,True,True,3753,7611,3.8,12.2,44,2
family_000889,2026-W33,True,False,2103,31788,4.0,4.0,79,4
family_000889,2026-W34,True,True,7464,20373,5.0,9.0,77,3
family_000889,2026-W35,True,False,0,22188,3.6,12.6,52,4
family_000889,2026-W36,True,True,13433,25170,5.0,17.6,91,3
family_000893,2026-W33,True,True,6142,14484,3.8,3.8,57,2
family_000893,2026-W34,True,True,4626,4626,3.8,7.6,38,2
family_000893,2026-W35,True,True,4796,7221,3.6,11.2,39,2
family_000893,2026-W36,True,True,3301,13858,3.0,14.2,56,1
family_000896,2026-W33,True,True,5029,6002,3.6,3.6,37,2
family_000896,2026-W34,True,True,6748,6748,3.6,7.2,38,2
family_000896,2026-W35,True,True,4037,7839,2.8,10.0,40,1
family_000896,2026-W36,True,True,8380,9744,3.8,13.8,48,2
family_000897,2026-W33,True,False,0,8498,2.4,2.4,16,3
family_000897,2026-W34,True,True,2086,9494,3.8,6.2,47,2
family_000897,2026-W35,True,False,0,8082,1.6,7.8,16,2
family_000897,2026-W36,True,False,0,9108,2.4,10.2,18,3
family_000908,2026-W33,True,True,6408,6408,3.8,3.8,41,2
family_000908,2026-W34,True,True,3402,11316,3.6,7.4,47,2
family_000908,2026-W35,True,True,4134,6513,3.6,11.0,38,2
family_000908,2026-W36,True,True,1822,4363,2.8,13.8,33,1
family_000910,2026-W33,True,True,4977,13644,4.4,4.4,52,3
family_000910,2026-W34,True,True,6010,15932,4.8,9.2,64,3
family_000910,2026-W35,True,True,6018,15910,4.6,13.8,60,3
family_000910,2026-W36,True,False,898,5706,1.6,15.4,11,2
family_000911,2026-W33,True,False,0,614,0.8,0.8,1,1
family_000911,2026-W34,True,False,0,0,1.6,2.4,0,2
family_000911,2026-W35,True,False,2169,9680,2.4,4.8,19,3
family_000911,2026-W36,True,True,5033,9974,4.4,9.2,44,3
family_000912,2026-W33,True,True,4419,5525,3.6,3.6,36,2
family_000912,2026-W34,True,False,1196,2625,1.6,5.2,5,2
family_000912,2026-W35,True,False,0,8458,1.6,6.8,16,2
family_000912,2026-W36,True,False,0,2519,0.8,7.6,5,1
family_000915,2026-W33,True,True,4303,24171,4.2,4.2,85,2
family_000915,2026-W34,True,False,0,5529,1.6,5.8,11,2
family_000915,2026-W35,True,False,0,8516,1.8,7.6,21,2
family_000915,2026-W36,True,True,2530,10585,3.8,11.4,50,2
family_000916,2026-W33,True,False,0,5778,1.6,1.6,11,2
family_000916,2026-W34,True,True,5683,7547,3.6,5.2,40,2
family_000916,2026-W35,True,True,3635,5360,3.8,9.0,39,2
family_000916,2026-W36,True,False,0,0,0.0,9.0,0,0
family_000923,2026-W33,True,True,2665,4636,3.6,3.6,34,2
family_000923,2026-W34,True,False,764,1242,1.6,5.2,2,2
family_000923,2026-W35,True,True,2017,3790,2.8,8.0,32,1
family_000923,2026-W36,True,True,3259,4151,3.6,11.6,33,2
family_000925,2026-W33,True,True,15236,31574,5.0,5.0,100,3
family_000925,2026-W34,True,True,10828,20243,4.0,9.0,73,2
family_000925,2026-W35,True,True,6551,19977,3.8,12.8,68,2
family_000925,2026-W36,True,False,4857,20448,2.6,15.4,44,3
family_000927,2026-W33,True,True,5590,11876,4.2,4.2,60,2
family_000927,2026-W34,True,True,2759,19616,4.2,8.4,76,2
family_000927,2026-W35,True,True,10506,30279,4.4,12.8,101,2
family_000927,2026-W36,True,False,0,14410,1.2,14.0,36,1
family_000937,2026-W33,True,True,3140,3572,3.8,3.8,36,2
family_000937,2026-W34,True,True,11612,13130,4.6,8.4,55,3
family_000937,2026-W35,True,True,7913,10032,3.6,12.0,45,2
family_000937,2026-W36,True,True,1870,5224,3.6,15.6,35,2
family_000943,2026-W33,True,False,0,6289,2.6,2.6,16,3
family_000943,2026-W34,True,True,5086,6811,3.8,6.4,42,2
family_000943,2026-W35,True,True,4449,11471,4.0,10.4,55,2
family_000943,2026-W36,True,False,0,1618,1.6,12.0,3,2
family_000945,2026-W33,True,True,2708,15058,3.8,3.8,59,2
family_000945,2026-W34,True,False,0,6008,2.4,6.2,12,3
family_000945,2026-W35,True,True,3242,5280,3.6,9.8,35,2
family_000945,2026-W36,True,True,3333,4519,3.6,13.4,34,2
family_000947,2026-W33,True,True,7778,21633,5.0,5.0,80,3
family_000947,2026-W34,True,False,2469,4550,1.0,6.0,13,1
family_000947,2026-W35,True,True,2777,23244,5.0,11.0,83,3
family_000947,2026-W36,True,False,2650,10852,2.0,13.0,29,2
family_000949,2026-W33,True,True,9894,32120,4.2,4.2,101,2
family_000949,2026-W34,True,False,0,9620,1.6,5.8,19,2
family_000949,2026-W35,True,True,7818,19326,3.2,9.0,71,1
family_000949,2026-W36,True,True,7026,11711,4.0,13.0,56,2
family_000956,2026-W33,True,False,0,3295,1.6,1.6,6,2
family_000956,2026-W34,True,False,0,1036,1.6,3.2,2,2
family_000956,2026-W35,True,True,7351,10640,3.8,7.0,50,2
family_000956,2026-W36,True,True,2389,8780,3.6,10.6,42,2
family_000957,2026-W33,True,True,6965,24873,4.2,4.2,86,2
family_000957,2026-W34,True,True,13976,26574,3.2,7.4,86,1
family_000957,2026-W35,True,False,0,14976,1.0,8.4,33,1
family_000957,2026-W36,True,False,0,19362,1.8,10.2,42,2
family_000960,2026-W33,True,True,5356,8315,3.6,3.6,41,2
family_000960,2026-W34,True,True,4487,6147,4.4,8.0,37,3
family_000960,2026-W35,True,True,3612,10542,3.8,11.8,50,2
family_000960,2026-W36,True,False,606,3667,1.6,13.4,7,2
family_000963,2026-W33,True,True,19499,35891,4.2,4.2,108,2
family_000963,2026-W34,True,False,0,2814,0.8,5.0,5,1
family_000963,2026-W35,True,True,11664,28398,4.2,9.2,93,2
family_000963,2026-W36,True,False,0,29703,1.8,11.0,63,2
family_000967,2026-W33,True,False,0,6058,2.4,2.4,12,3
family_000967,2026-W34,True,True,2337,17252,4.6,7.0,63,3
family_000967,2026-W35,True,True,5816,27994,5.0,12.0,92,3
family_000967,2026-W36,True,False,0,8233,0.8,12.8,16,1
family_000976,2026-W33,True,True,2538,5031,3.6,3.6,35,2
family_000976,2026-W34,True,True,5189,7175,3.6,7.2,39,2
family_000976,2026-W35,True,True,1801,5228,3.6,10.8,35,2
family_000976,2026-W36,True,True,2571,12281,3.0,13.8,53,1
family_000981,2026-W33,True,True,3161,9880,3.8,3.8,48,2
family_000981,2026-W34,True,False,816,5117,0.8,4.6,10,1
family_000981,2026-W35,True,False,1028,2132,1.6,6.2,4,2
family_000981,2026-W36,True,True,4901,12086,3.8,10.0,53,2
family_000984,2026-W33,True,True,7928,10225,3.6,3.6,45,2
family_000984,2026-W34,True,True,2895,2895,2.8,6.4,30,1
family_000984,2026-W35,True,True,1957,5133,3.8,10.2,39,2
family_000984,2026-W36,True,True,1713,2694,3.8,14.0,34,2
family_000985,2026-W33,True,False,0,0,0.8,0.8,0,1
family_000985,2026-W34,True,False,931,7269,0.8,1.6,14,1
family_000985,2026-W35,True,False,711,4603,0.8,2.4,9,1
family_000985,2026-W36,True,True,6931,10717,2.8,5.2,46,1
family_001002,2026-W33,True,False,1343,10801,1.6,1.6,21,2
family_001002,2026-W34,True,True,6653,15180,4.4,6.0,55,3
family_001002,2026-W35,True,True,9722,21947,3.8,9.8,72,2
family_001002,2026-W36,True,True,6117,19742,4.4,14.2,64,3
family_001003,2026-W33,True,True,4951,4951,3.6,3.6,34,2
family_001003,2026-W34,True,True,5941,12606,3.8,7.4,54,2
family_001003,2026-W35,True,True,13798,13798,4.0,11.4,60,2
family_001003,2026-W36,True,True,4185,7480,3.8,15.2,43,2
family_001005,2026-W33,True,True,4274,5808,3.6,3.6,36,2
family_001005,2026-W34,True,True,14587,23415,4.6,8.2,75,3
family_001005,2026-W35,True,True,5705,8608,3.6,11.8,42,2
family_001005,2026-W36,True,True,5060,13803,3.8,15.6,56,2
family_001006,2026-W33,True,True,5704,10679,3.6,3.6,46,2
family_001006,2026-W34,True,True,4290,7605,3.6,7.2,40,2
family_001006,2026-W35,True,True,9171,12615,3.6,10.8,50,2
family_001006,2026-W36,True,True,6335,6335,3.8,14.6,41,2
family_001009,2026-W33,True,False,0,7650,1.8,1.8,19,2
family_001009,2026-W34,True,True,4029,11784,3.2,5.0,56,1
family_001009,2026-W35,True,True,4461,11054,3.8,8.8,51,2
family_001009,2026-W36,True,False,0,9522,0.8,9.6,19,1
family_001015,2026-W33,True,True,9585,17262,4.2,4.2,71,2
family_001015,2026-W34,True,True,21534,25281,5.0,9.2,91,3
family_001015,2026-W35,True,True,13067,23781,5.0,14.2,84,3
family_001015,2026-W36,True,True,16638,25580,4.6,18.8,96,2
family_001016,2026-W33,True,True,3125,16549,3.8,3.8,62,2
family_001016,2026-W34,True,False,1498,7414,1.8,5.6,18,2
family_001016,2026-W35,True,True,3233,6358,3.0,8.6,41,1
family_001016,2026-W36,True,False,0,14117,1.8,10.4,32,2
family_001020,2026-W33,True,True,4020,7740,3.6,3.6,40,2
family_001020,2026-W34,True,True,2222,10639,3.6,7.2,46,2
family_001020,2026-W35,True,False,640,4497,0.8,8.0,8,1
family_001020,2026-W36,True,True,7421,8437,3.6,11.6,41,2
family_001024,2026-W33,True,True,10647,12153,3.8,3.8,53,2
family_001024,2026-W34,True,True,1850,1850,3.6,7.4,28,2
family_001024,2026-W35,True,True,2389,4519,3.6,11.0,34,2
family_001024,2026-W36,True,False,530,4421,0.8,11.8,8,1
family_001034,2026-W33,True,True,3951,12480,3.4,3.4,61,1
family_001034,2026-W34,True,True,3184,11194,3.8,7.2,51,2
family_001034,2026-W35,True,True,7759,10998,4.0,11.2,54,2
family_001034,2026-W36,True,True,8504,16586,4.0,15.2,66,2
family_001036,2026-W33,True,True,7582,15483,4.2,4.2,67,2
family_001036,2026-W34,True,False,0,14137,2.4,6.6,44,2
family_001036,2026-W35,True,True,14326,18860,4.2,10.8,74,2
family_001036,2026-W36,True,True,6007,14866,3.2,14.0,62,1
family_001043,2026-W33,True,True,6810,13301,3.8,3.8,55,2
family_001043,2026-W34,True,False,0,14476,1.8,5.6,32,2
family_001043,2026-W35,True,True,6559,19690,4.0,9.6,72,2
family_001043,2026-W36,True,False,0,3818,1.0,10.6,11,1
family_001045,2026-W33,True,False,0,3093,0.8,0.8,6,1
family_001045,2026-W34,True,True,3748,4849,3.6,4.4,34,2
family_001045,2026-W35,True,True,7877,11895,3.0,7.4,52,1
family_001045,2026-W36,True,True,3402,6450,3.6,11.0,37,2
family_001057,2026-W33,True,True,3050,3050,2.8,2.8,31,1
family_001057,2026-W34,True,True,2689,4146,3.6,6.4,33,2
family_001057,2026-W35,True,True,5448,8100,2.8,9.2,41,1
family_001057,2026-W36,True,True,3363,4540,3.6,12.8,34,2
family_001074,2026-W33,True,True,11895,32516,4.2,4.2,102,2
family_001074,2026-W34,True,False,2532,9569,2.6,6.8,23,3
family_001074,2026-W35,True,False,2866,9435,2.8,9.6,26,3
family_001074,2026-W36,True,True,4961,15023,4.6,14.2,59,3
family_001078,2026-W33,True,True,18778,25473,3.8,3.8,79,2
family_001078,2026-W34,True,True,25082,35630,4.6,8.4,116,2
family_001078,2026-W35,True,False,0,18575,1.6,10.0,37,2
family_001078,2026-W36,True,False,0,14719,0.8,10.8,29,1
family_001083,2026-W33,True,False,0,5906,1.6,1.6,11,2
family_001083,2026-W34,True,True,3026,4145,3.8,5.4,37,2
family_001083,2026-W35,True,False,0,7543,1.6,7.0,15,2
family_001083,2026-W36,True,False,0,3847,2.4,9.4,7,3
family_001085,2026-W33,True,False,0,5547,1.6,1.6,11,2
family_001085,2026-W34,True,False,0,9514,1.6,3.2,19,2
family_001085,2026-W35,True,False,0,13870,2.0,5.2,35,2
family_001085,2026-W36,True,True,6638,17798,3.6,8.8,76,1
family_001086,2026-W33,True,True,8773,17445,4.0,4.0,67,2
family_001086,2026-W34,True,False,1971,8265,1.8,5.8,20,2
family_001086,2026-W35,True,False,0,4917,1.6,7.4,9,2
family_001086,2026-W36,True,True,8178,13241,4.2,11.6,63,2
family_001088,2026-W33,True,False,0,13959,2.6,2.6,31,3
family_001088,2026-W34,True,True,7464,17517,5.0,7.6,72,3
family_001088,2026-W35,True,True,15373,21090,5.0,12.6,91,3
family_001088,2026-W36,True,True,4033,14571,4.2,16.8,66,2
family_001091,2026-W33,True,True,3660,6004,3.6,3.6,37,2
family_001091,2026-W34,True,True,7141,10207,3.8,7.4,49,2
family_001091,2026-W35,True,True,12257,16068,3.6,11.0,57,2
family_001091,2026-W36,True,True,13481,15354,3.8,14.8,59,2
family_001096,2026-W33,True,False,0,1647,2.4,2.4,3,3
family_001096,2026-W34,True,True,2443,6945,4.6,7.0,42,3
family_001096,2026-W35,True,False,0,625,1.6,8.6,1,2
family_001096,2026-W36,True,True,1502,2528,5.0,13.6,30,4
family_001100,2026-W33,True,True,4027,20093,4.6,4.6,69,3
family_001100,2026-W34,True,False,0,15808,1.6,6.2,31,2
family_001100,2026-W35,True,True,6748,19465,4.6,10.8,67,3
family_001100,2026-W36,True,True,15873,46986,5.0,15.8,138,3
family_001101,2026-W33,True,True,16450,23820,4.2,4.2,84,2
family_001101,2026-W34,True,False,0,13888,2.6,6.8,31,3
family_001101,2026-W35,True,True,7081,18659,4.8,11.6,70,3
family_001101,2026-W36,True,True,20459,33920,5.0,16.6,120,4
family_001102,2026-W33,True,True,7695,13269,4.4,4.4,67,2
family_001102,2026-W34,True,True,6117,20474,3.2,7.6,73,1
family_001102,2026-W35,True,True,10357,21800,4.0,11.6,76,2
family_001102,2026-W36,True,False,2628,6167,1.0,12.6,16,1
family_001103,2026-W33,True,False,0,8896,2.0,2.0,25,2
family_001103,2026-W34,True,True,4046,11676,3.0,5.0,52,1
family_001103,2026-W35,True,False,0,0,0.8,5.8,0,1
family_001103,2026-W36,True,True,9188,11055,3.8,9.6,51,2
family_001105,2026-W33,True,True,1498,6147,3.6,3.6,37,2
family_001105,2026-W34,True,True,1586,4729,3.0,6.6,38,1
family_001105,2026-W35,True,False,0,4979,1.6,8.2,9,2
family_001105,2026-W36,True,True,10743,12862,4.4,12.6,66,2
family_001110,2026-W33,True,True,2089,2089,2.8,2.8,29,1
family_001110,2026-W34,True,True,984,3724,3.6,6.4,32,2
family_001110,2026-W35,True,True,3142,10173,3.6,10.0,45,2
family_001110,2026-W36,True,True,1043,4644,2.8,12.8,34,1
family_001113,2026-W33,True,True,2063,2063,3.6,3.6,29,2
family_001113,2026-W34,True,True,3573,5127,3.8,7.4,39,2
family_001113,2026-W35,True,False,817,3067,1.6,9.0,6,2
family_001113,2026-W36,True,True,12103,12103,3.8,12.8,53,2
family_001121,2026-W33,True,False,0,4278,1.6,1.6,8,2
family_001121,2026-W34,True,True,1120,9976,3.6,5.2,44,2
family_001121,2026-W35,True,True,8135,13973,4.2,9.4,64,2
family_001121,2026-W36,True,False,0,4521,1.6,11.0,9,2
family_001123,2026-W33,True,True,5924,6530,3.6,3.6,38,2
family_001123,2026-W34,True,False,0,8822,1.6,5.2,17,2
family_001123,2026-W35,True,True,3583,6350,4.4,9.6,37,3
family_001123,2026-W36,True,False,0,2012,1.0,10.6,8,1
family_001130,2026-W33,True,True,7384,16520,5.0,5.0,74,3
family_001130,2026-W34,True,True,3199,24778,5.0,10.0,90,3
family_001130,2026-W35,True,True,18385,25376,4.2,14.2,87,2
family_001130,2026-W36,True,False,0,5089,1.6,15.8,10,2
family_001135,2026-W33,True,True,11285,12150,4.2,4.2,61,2
family_001135,2026-W34,True,True,4554,5557,4.4,8.6,36,3
family_001135,2026-W35,True,True,3115,12556,3.6,12.2,50,2
family_001135,2026-W36,True,True,6553,12875,4.4,16.6,50,3
family_001136,2026-W33,True,True,2912,7115,3.6,3.6,39,2
family_001136,2026-W34,True,True,1952,3648,4.4,8.0,32,3
family_001136,2026-W35,True,True,3885,7413,3.6,11.6,39,2
family_001136,2026-W36,True,True,5115,7231,4.4,16.0,39,3
family_001141,2026-W33,True,False,0,17480,1.0,1.0,38,1
family_001141,2026-W34,True,True,8974,23654,4.8,5.8,80,3
family_001141,2026-W35,True,True,11908,31949,4.0,9.8,96,2
family_001141,2026-W36,True,False,2745,21181,1.8,11.6,46,2
family_001143,2026-W33,True,False,2290,2290,2.4,2.4,4,3
family_001143,2026-W34,True,True,3392,7588,3.6,6.0,40,2
family_001143,2026-W35,True,True,11635,18205,3.8,9.8,65,2
family_001143,2026-W36,True,True,3216,8547,3.8,13.6,46,2
family_001144,2026-W33,True,True,5363,6626,3.8,3.8,42,2
family_001144,2026-W34,True,True,7162,9266,3.6,7.4,43,2
family_001144,2026-W35,True,True,2030,3445,3.6,11.0,31,2
family_001144,2026-W36,True,True,4638,11938,3.8,14.8,52,2
family_001145,2026-W33,True,True,1691,15242,5.0,5.0,63,4
family_001145,2026-W34,True,False,0,5594,2.4,7.4,11,3
family_001145,2026-W35,True,False,0,12109,1.8,9.2,28,2
family_001145,2026-W36,True,False,0,4178,1.6,10.8,8,2
family_001146,2026-W33,True,True,7867,16877,3.6,3.6,58,2
family_001146,2026-W34,True,True,3361,5631,2.8,6.4,36,1
family_001146,2026-W35,True,True,8019,11188,4.4,10.8,47,3
family_001146,2026-W36,True,False,0,1470,0.8,11.6,2,1
family_001149,2026-W33,True,True,6976,18166,4.0,4.0,69,2
family_001149,2026-W34,True,False,0,11914,2.4,6.4,23,3
family_001149,2026-W35,True,False,0,4697,1.6,8.0,9,2
family_001149,2026-W36,True,True,4152,26165,5.0,13.0,93,3
family_001153,2026-W33,True,False,0,3798,1.6,1.6,7,2
family_001153,2026-W34,True,True,1061,1899,3.6,5.2,28,2
family_001153,2026-W35,True,True,4675,9270,3.6,8.8,43,2
family_001153,2026-W36,True,False,0,3272,2.4,11.2,6,3
family_001163,2026-W33,True,False,0,0,0.0,0.0,0,0
family_001163,2026-W34,True,True,4360,8347,3.8,3.8,45,2
family_001163,2026-W35,True,True,2517,5086,3.6,7.4,35,2
family_001163,2026-W36,True,False,0,5981,1.6,9.0,11,2
family_001167,2026-W33,True,True,10891,20395,4.8,4.8,73,3
family_001167,2026-W34,True,True,3231,14899,3.8,8.6,58,2
family_001167,2026-W35,True,True,5609,11348,3.8,12.4,51,2
family_001167,2026-W36,True,False,1223,5333,2.4,14.8,10,3
family_001170,2026-W33,True,True,14944,21353,4.2,4.2,79,2
family_001170,2026-W34,True,False,0,5010,1.6,5.8,10,2
family_001170,2026-W35,True,True,6330,7031,3.8,9.6,43,2
family_001170,2026-W36,True,True,1115,5490,3.6,13.2,35,2
family_001175,2026-W33,True,True,4477,8251,3.6,3.6,41,2
family_001175,2026-W34,True,False,0,8797,1.0,4.6,21,1
family_001175,2026-W35,True,False,0,4226,1.6,6.2,8,2
family_001175,2026-W36,True,True,3691,8625,3.6,9.8,42,2
family_001176,2026-W33,True,True,3874,6732,3.6,3.6,38,2
family_001176,2026-W34,True,True,3786,7384,3.8,7.4,43,2
family_001176,2026-W35,True,True,9503,10167,3.6,11.0,45,2
family_001176,2026-W36,True,True,7550,9955,4.4,15.4,44,3
family_001178,2026-W33,True,True,3688,3688,2.8,2.8,32,1
family_001178,2026-W34,True,False,621,621,1.6,4.4,1,2
family_001178,2026-W35,True,True,5328,12020,4.8,9.2,57,3
family_001178,2026-W36,True,True,3586,9083,3.0,12.2,47,1
family_001179,2026-W33,True,True,6324,11807,3.6,3.6,48,2
family_001179,2026-W34,True,True,3549,12760,3.6,7.2,50,2
family_001179,2026-W35,True,True,1514,2905,3.6,10.8,30,2
family_001179,2026-W36,True,True,1931,6314,3.6,14.4,37,2
family_001183,2026-W33,True,True,6902,6902,3.6,3.6,38,2
family_001183,2026-W34,True,False,0,1626,0.8,4.4,3,1
family_001183,2026-W35,True,True,3534,9669,3.6,8.0,44,2
family_001183,2026-W36,True,True,2969,12558,3.8,11.8,54,2
family_001185,2026-W33,True,False,910,4935,1.6,1.6,9,2
family_001185,2026-W34,True,False,0,3988,1.6,3.2,7,2
family_001185,2026-W35,True,True,1443,1932,2.8,6.0,28,1
family_001185,2026-W36,True,True,1026,2029,2.8,8.8,29,1
family_001189,2026-W33,True,True,3787,6453,3.8,3.8,41,2
family_001189,2026-W34,True,True,4911,4911,3.6,7.4,34,2
family_001189,2026-W35,True,True,9727,13255,4.4,11.8,51,3
family_001189,2026-W36,True,False,2234,8992,2.4,14.2,17,3
family_001190,2026-W33,True,True,5268,12536,3.8,3.8,54,2
family_001190,2026-W34,True,False,1684,7036,1.6,5.4,14,2
family_001190,2026-W35,True,False,633,4655,2.4,7.8,9,3
family_001190,2026-W36,True,True,4292,5128,4.6,12.4,39,3
family_001195,2026-W33,True,True,2188,5482,3.6,3.6,35,2
family_001195,2026-W34,True,False,1368,5614,1.6,5.2,11,2
family_001195,2026-W35,True,True,9164,12575,3.6,8.8,50,2
family_001195,2026-W36,True,True,3010,6733,3.6,12.4,38,2
family_001204,2026-W33,True,False,1850,5111,1.8,1.8,14,2
family_001204,2026-W34,True,True,7571,15551,4.0,5.8,64,2
family_001204,2026-W35,True,False,550,3249,0.8,6.6,6,1
family_001204,2026-W36,True,True,9345,12028,4.0,10.6,57,2
family_001207,2026-W33,True,True,1886,5541,3.6,3.6,36,2
family_001207,2026-W34,True,True,4405,5632,4.4,8.0,36,3
family_001207,2026-W35,True,True,3922,3922,3.6,11.6,32,2
family_001207,2026-W36,True,True,2057,11085,3.8,15.4,51,2
family_001208,2026-W33,True,False,0,419,1.6,1.6,0,2
family_001208,2026-W34,True,True,3142,3804,2.8,4.4,32,1
family_001208,2026-W35,True,False,0,0,0.0,4.4,0,0
family_001208,2026-W36,True,False,674,2259,0.8,5.2,4,1
family_001211,2026-W33,True,False,637,6631,1.6,1.6,13,2
family_001211,2026-W34,True,False,0,0,0.8,2.4,0,1
family_001211,2026-W35,True,True,1499,5153,3.6,6.0,35,2
family_001211,2026-W36,True,True,6904,11038,2.8,8.8,47,1
family_001217,2026-W33,True,True,6727,23392,4.6,4.6,91,2
family_001217,2026-W34,True,True,4447,10784,3.8,8.4,50,2
family_001217,2026-W35,True,True,9187,20715,4.0,12.4,74,2
family_001217,2026-W36,True,False,0,12680,1.6,14.0,25,2
family_001219,2026-W33,True,True,5984,7460,4.6,4.6,43,3
family_001219,2026-W34,True,True,7249,16754,4.6,9.2,62,3
family_001219,2026-W35,True,False,1570,9483,1.6,10.8,18,2
family_001219,2026-W36,True,False,0,8051,2.4,13.2,16,3
family_001221,2026-W33,True,False,0,767,0.8,0.8,1,1
family_001221,2026-W34,True,False,0,0,0.8,1.6,0,1
family_001221,2026-W35,True,True,2391,10963,3.8,5.4,50,2
family_001221,2026-W36,True,False,786,1417,1.6,7.0,2,2
family_001225,2026-W33,True,True,2244,9357,3.8,3.8,47,2
family_001225,2026-W34,True,True,8572,17963,4.4,8.2,76,2
family_001225,2026-W35,True,False,0,1553,0.8,9.0,3,1
family_001225,2026-W36,True,False,0,7346,1.8,10.8,18,2
family_001227,2026-W33,True,True,847,847,3.6,3.6,26,2
family_001227,2026-W34,True,True,2075,5322,3.6,7.2,35,2
family_001227,2026-W35,True,True,4839,7661,3.6,10.8,40,2
family_001227,2026-W36,True,True,5541,6585,3.6,14.4,38,2
family_001230,2026-W33,True,False,0,527,1.6,1.6,1,2
family_001230,2026-W34,True,False,0,210,1.6,3.2,0,2
family_001230,2026-W35,True,True,963,3447,3.6,6.8,31,2
family_001230,2026-W36,True,True,2745,7961,3.6,10.4,40,2
family_001231,2026-W33,True,True,2559,2559,2.8,2.8,30,1
family_001231,2026-W34,True,False,0,10586,1.6,4.4,21,2
family_001231,2026-W35,True,False,0,941,0.8,5.2,1,1
family_001231,2026-W36,True,True,6740,12536,3.6,8.8,50,2
family_001232,2026-W33,True,True,8752,12887,4.6,4.6,54,3
family_001232,2026-W34,True,True,2663,8669,4.8,9.4,50,3
family_001232,2026-W35,True,True,2387,9370,3.8,13.2,47,2
family_001232,2026-W36,True,False,755,6348,1.6,14.8,12,2
family_001237,2026-W33,True,True,1982,2762,3.6,3.6,30,2
family_001237,2026-W34,True,False,0,4980,1.6,5.2,9,2
family_001237,2026-W35,True,False,0,4387,1.6,6.8,8,2
family_001237,2026-W36,True,True,2924,10282,3.6,10.4,45,2
family_001238,2026-W33,True,True,11384,14531,4.4,4.4,54,3
family_001238,2026-W34,True,True,6816,9701,3.6,8.0,44,2
family_001238,2026-W35,True,True,5103,15182,3.8,11.8,59,2
family_001238,2026-W36,True,False,4714,9512,0.8,12.6,19,1
family_001245,2026-W33,True,True,3021,4523,3.6,3.6,34,2
family_001245,2026-W34,True,True,1399,5572,3.6,7.2,36,2
family_001245,2026-W35,True,True,3360,8660,2.8,10.0,42,1
family_001245,2026-W36,True,True,1473,12974,2.8,12.8,50,1
family_001251,2026-W33,True,True,3303,14176,4.4,4.4,53,3
family_001251,2026-W34,True,True,2975,6544,4.4,8.8,38,3
family_001251,2026-W35,True,False,0,9259,2.6,11.4,22,3
family_001251,2026-W36,True,False,1291,5253,1.8,13.2,14,2
